task_id,arm_a,arm_b,arm_a_raw_outcome,arm_b_raw_outcome,arm_a_execution_classes,arm_b_execution_classes,arm_a_activity_summary,arm_b_activity_summary,arm_a_policy_summary,arm_b_policy_summary,arm_a_timeout_summary,arm_b_timeout_summary,arm_a_setup_transport_summary,arm_b_setup_transport_summary,arm_a_verifier_summary,arm_b_verifier_summary,disagreement_category,headline_relevant,supporting_trial_links
terminal-bench-2.0:openssl-selfsigned-cert,router-anthropic-opus,router-gpt-5.5,0/3 success,3/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,0/3,0/3,0/3,"{""test_assertion_failure"":3}","{""none"":3}",capability_difference,True,"[""/trials/00e185b7-89a9-4502-8d1f-9be1153179b5"",""/trials/2bcdaffb-0894-43fe-ae2e-9ba524945027"",""/trials/34d4e194-3a07-4d56-abd5-8a3c5788ed5c"",""/trials/b048e422-b298-4dba-ba49-22fe8335ca91"",""/trials/c7b47273-d193-49d2-a3c3-38121b85a01e"",""/trials/ca83e664-03f1-4bfe-863c-38eaee576dd0""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-anthropic-opus,router-grok-build-0.1,0/3 success,2/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,0/3,0/3,0/3,"{""test_assertion_failure"":3}","{""none"":2,""test_assertion_failure"":1}",capability_difference,False,"[""/trials/34d4e194-3a07-4d56-abd5-8a3c5788ed5c"",""/trials/c7b47273-d193-49d2-a3c3-38121b85a01e"",""/trials/c7c34fe0-1f79-4c87-9ec1-7a8d47af967a"",""/trials/ca83e664-03f1-4bfe-863c-38eaee576dd0"",""/trials/ea270494-e06a-442d-b0e4-90d5c329e513"",""/trials/fe127450-998b-4f39-8b65-f87f4e837db0""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-anthropic-opus,router-kimi-k2.6,0/3 success,1/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,0/3,0/3,0/3,"{""test_assertion_failure"":3}","{""none"":1,""test_assertion_failure"":2}",capability_difference,False,"[""/trials/34d4e194-3a07-4d56-abd5-8a3c5788ed5c"",""/trials/6f1c3fee-11fd-47fc-93d8-c0aa5e111e8e"",""/trials/91152190-2e88-4fb0-8b24-801c85eddf67"",""/trials/c7b47273-d193-49d2-a3c3-38121b85a01e"",""/trials/ca83e664-03f1-4bfe-863c-38eaee576dd0"",""/trials/e02f4cf7-d24f-4a62-b9cb-e634fc16c91a""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-anthropic-opus,router-kimi-k3,0/3 success,3/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,0/3,0/3,0/3,"{""test_assertion_failure"":3}","{""none"":3}",capability_difference,True,"[""/trials/2cd1b04d-8725-4fc9-a813-62ab91d3ff60"",""/trials/34d4e194-3a07-4d56-abd5-8a3c5788ed5c"",""/trials/c7b47273-d193-49d2-a3c3-38121b85a01e"",""/trials/ca83e664-03f1-4bfe-863c-38eaee576dd0"",""/trials/d20e2df8-5e5b-4f2d-9ca8-437a6a33193d"",""/trials/dc79d2a7-8888-4fff-bcfc-0ab829cb448c""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-anthropic-opus,router-qwen-3.7-plus,0/3 success,3/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,0/3,0/3,0/3,"{""test_assertion_failure"":3}","{""none"":3}",capability_difference,True,"[""/trials/045e2a2e-89fe-4708-8fdc-434f25354d5e"",""/trials/34d4e194-3a07-4d56-abd5-8a3c5788ed5c"",""/trials/61177dad-c320-4d82-8792-073d3eddd71d"",""/trials/c7b47273-d193-49d2-a3c3-38121b85a01e"",""/trials/ca83e664-03f1-4bfe-863c-38eaee576dd0"",""/trials/d4939b79-eff5-4cc4-9535-e06e3f13a5c0""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-anthropic-sonnet,router-deepseek-flash,2/3 success,3/3 success,"{""substantive"": 2, ""unknown"": 1}","{""substantive"": 3}","{""activity_unknown"":1,""substantive_agent_activity"":2}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",1/3,0/3,0/3,0/3,"{""none"":2,""timeout"":1}","{""none"":3}",timeout_reliability_difference,False,"[""/trials/0654d2bd-23fa-4a26-8472-7511b9756fb1"",""/trials/3aae8be2-1bef-4f83-932d-b2d0dab711de"",""/trials/65f2f7c1-4e43-4e1f-9592-f80dc3e43574"",""/trials/72fa910a-8bee-45ad-a29a-7ea2cfbfe0f3"",""/trials/79421856-36a3-470c-8c8d-0b4b61d73664"",""/trials/f60a923c-545e-448d-895a-9af87e5faafd""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-anthropic-sonnet,router-deepseek-pro,2/3 success,1/3 success,"{""substantive"": 2, ""unknown"": 1}","{""substantive"": 3}","{""activity_unknown"":1,""substantive_agent_activity"":2}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",1/3,0/3,0/3,0/3,"{""none"":2,""timeout"":1}","{""none"":1,""test_assertion_failure"":2}",timeout_reliability_difference,False,"[""/trials/0289f979-cafb-4f4b-a6ae-333260c84e6c"",""/trials/3aae8be2-1bef-4f83-932d-b2d0dab711de"",""/trials/4b1cb15b-12e0-451e-9b7b-60002e650224"",""/trials/65f2f7c1-4e43-4e1f-9592-f80dc3e43574"",""/trials/72fa910a-8bee-45ad-a29a-7ea2cfbfe0f3"",""/trials/a6aa6da9-792c-4245-a9cf-b4cf14bb76cb""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-anthropic-sonnet,router-gemini-3.1-pro,2/3 success,3/3 success,"{""substantive"": 2, ""unknown"": 1}","{""substantive"": 3}","{""activity_unknown"":1,""substantive_agent_activity"":2}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",1/3,0/3,0/3,0/3,"{""none"":2,""timeout"":1}","{""none"":3}",timeout_reliability_difference,False,"[""/trials/3aae8be2-1bef-4f83-932d-b2d0dab711de"",""/trials/65f2f7c1-4e43-4e1f-9592-f80dc3e43574"",""/trials/72fa910a-8bee-45ad-a29a-7ea2cfbfe0f3"",""/trials/90f05529-e421-4727-a2e6-a309c28ae2df"",""/trials/a5ed8bc9-4ee3-4efa-8260-75c969a0058d"",""/trials/f69536e9-8b38-499d-b455-4630a41dcfa8""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-anthropic-sonnet,router-gemini-flash,2/3 success,0/3 success,"{""substantive"": 2, ""unknown"": 1}","{""substantive"": 3}","{""activity_unknown"":1,""substantive_agent_activity"":2}","{""timeout_after_meaningful_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",1/3,3/3,0/3,0/3,"{""none"":2,""timeout"":1}","{""timeout"":3}",timeout_reliability_difference,False,"[""/trials/1f428d08-6828-4e9a-b1cd-dce114b57bad"",""/trials/3aae8be2-1bef-4f83-932d-b2d0dab711de"",""/trials/3c495b1b-968d-4fcb-810d-5a8f42b5f77c"",""/trials/60f9394e-ce8f-4628-88c6-4539fab3b258"",""/trials/65f2f7c1-4e43-4e1f-9592-f80dc3e43574"",""/trials/72fa910a-8bee-45ad-a29a-7ea2cfbfe0f3""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-anthropic-sonnet,router-glm-5.2,2/3 success,3/3 success,"{""substantive"": 2, ""unknown"": 1}","{""substantive"": 3}","{""activity_unknown"":1,""substantive_agent_activity"":2}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",1/3,0/3,0/3,0/3,"{""none"":2,""timeout"":1}","{""none"":3}",timeout_reliability_difference,False,"[""/trials/227221d5-dd9b-43c3-b264-cba52ff92337"",""/trials/39d73590-0319-46e6-b697-9ee2cc60877d"",""/trials/3aae8be2-1bef-4f83-932d-b2d0dab711de"",""/trials/57ecc744-5195-4465-a75c-4da049445be8"",""/trials/65f2f7c1-4e43-4e1f-9592-f80dc3e43574"",""/trials/72fa910a-8bee-45ad-a29a-7ea2cfbfe0f3""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-anthropic-sonnet,router-gpt-5.4,2/3 success,3/3 success,"{""substantive"": 2, ""unknown"": 1}","{""substantive"": 3}","{""activity_unknown"":1,""substantive_agent_activity"":2}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",1/3,0/3,0/3,0/3,"{""none"":2,""timeout"":1}","{""none"":3}",timeout_reliability_difference,False,"[""/trials/2bee4436-e7c6-4596-8981-3a9c6d7d170b"",""/trials/3a946a81-5751-41ae-89df-5c4117c4b9c9"",""/trials/3aae8be2-1bef-4f83-932d-b2d0dab711de"",""/trials/65f2f7c1-4e43-4e1f-9592-f80dc3e43574"",""/trials/72fa910a-8bee-45ad-a29a-7ea2cfbfe0f3"",""/trials/cb751b8a-709c-4130-85b7-e6740d746278""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-anthropic-sonnet,router-gpt-5.5,2/3 success,3/3 success,"{""substantive"": 2, ""unknown"": 1}","{""substantive"": 3}","{""activity_unknown"":1,""substantive_agent_activity"":2}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",1/3,0/3,0/3,0/3,"{""none"":2,""timeout"":1}","{""none"":3}",timeout_reliability_difference,False,"[""/trials/00e185b7-89a9-4502-8d1f-9be1153179b5"",""/trials/2bcdaffb-0894-43fe-ae2e-9ba524945027"",""/trials/3aae8be2-1bef-4f83-932d-b2d0dab711de"",""/trials/65f2f7c1-4e43-4e1f-9592-f80dc3e43574"",""/trials/72fa910a-8bee-45ad-a29a-7ea2cfbfe0f3"",""/trials/b048e422-b298-4dba-ba49-22fe8335ca91""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-anthropic-sonnet,router-kimi-k2.6,2/3 success,1/3 success,"{""substantive"": 2, ""unknown"": 1}","{""substantive"": 3}","{""activity_unknown"":1,""substantive_agent_activity"":2}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",1/3,0/3,0/3,0/3,"{""none"":2,""timeout"":1}","{""none"":1,""test_assertion_failure"":2}",timeout_reliability_difference,False,"[""/trials/3aae8be2-1bef-4f83-932d-b2d0dab711de"",""/trials/65f2f7c1-4e43-4e1f-9592-f80dc3e43574"",""/trials/6f1c3fee-11fd-47fc-93d8-c0aa5e111e8e"",""/trials/72fa910a-8bee-45ad-a29a-7ea2cfbfe0f3"",""/trials/91152190-2e88-4fb0-8b24-801c85eddf67"",""/trials/e02f4cf7-d24f-4a62-b9cb-e634fc16c91a""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-anthropic-sonnet,router-kimi-k3,2/3 success,3/3 success,"{""substantive"": 2, ""unknown"": 1}","{""substantive"": 3}","{""activity_unknown"":1,""substantive_agent_activity"":2}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",1/3,0/3,0/3,0/3,"{""none"":2,""timeout"":1}","{""none"":3}",timeout_reliability_difference,False,"[""/trials/2cd1b04d-8725-4fc9-a813-62ab91d3ff60"",""/trials/3aae8be2-1bef-4f83-932d-b2d0dab711de"",""/trials/65f2f7c1-4e43-4e1f-9592-f80dc3e43574"",""/trials/72fa910a-8bee-45ad-a29a-7ea2cfbfe0f3"",""/trials/d20e2df8-5e5b-4f2d-9ca8-437a6a33193d"",""/trials/dc79d2a7-8888-4fff-bcfc-0ab829cb448c""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-anthropic-sonnet,router-qwen-3.7-plus,2/3 success,3/3 success,"{""substantive"": 2, ""unknown"": 1}","{""substantive"": 3}","{""activity_unknown"":1,""substantive_agent_activity"":2}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",1/3,0/3,0/3,0/3,"{""none"":2,""timeout"":1}","{""none"":3}",timeout_reliability_difference,False,"[""/trials/045e2a2e-89fe-4708-8fdc-434f25354d5e"",""/trials/3aae8be2-1bef-4f83-932d-b2d0dab711de"",""/trials/61177dad-c320-4d82-8792-073d3eddd71d"",""/trials/65f2f7c1-4e43-4e1f-9592-f80dc3e43574"",""/trials/72fa910a-8bee-45ad-a29a-7ea2cfbfe0f3"",""/trials/d4939b79-eff5-4cc4-9535-e06e3f13a5c0""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-deepseek-flash,router-deepseek-pro,3/3 success,1/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,0/3,0/3,0/3,"{""none"":3}","{""none"":1,""test_assertion_failure"":2}",capability_difference,False,"[""/trials/0289f979-cafb-4f4b-a6ae-333260c84e6c"",""/trials/0654d2bd-23fa-4a26-8472-7511b9756fb1"",""/trials/4b1cb15b-12e0-451e-9b7b-60002e650224"",""/trials/79421856-36a3-470c-8c8d-0b4b61d73664"",""/trials/a6aa6da9-792c-4245-a9cf-b4cf14bb76cb"",""/trials/f60a923c-545e-448d-895a-9af87e5faafd""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-deepseek-flash,router-gemini-flash,3/3 success,0/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""timeout_after_meaningful_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,3/3,0/3,0/3,"{""none"":3}","{""timeout"":3}",timeout_reliability_difference,True,"[""/trials/0654d2bd-23fa-4a26-8472-7511b9756fb1"",""/trials/1f428d08-6828-4e9a-b1cd-dce114b57bad"",""/trials/3c495b1b-968d-4fcb-810d-5a8f42b5f77c"",""/trials/60f9394e-ce8f-4628-88c6-4539fab3b258"",""/trials/79421856-36a3-470c-8c8d-0b4b61d73664"",""/trials/f60a923c-545e-448d-895a-9af87e5faafd""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-deepseek-flash,router-glm-5.1,3/3 success,2/3 success,"{""substantive"": 3}","{""substantive"": 2, ""unknown"": 1}","{""substantive_agent_activity"":3}","{""activity_unknown"":1,""substantive_agent_activity"":2}","{""none_detected"":3}","{""none_detected"":3}",0/3,1/3,0/3,0/3,"{""none"":3}","{""none"":2,""timeout"":1}",timeout_reliability_difference,False,"[""/trials/0654d2bd-23fa-4a26-8472-7511b9756fb1"",""/trials/0e002f77-a718-4ad0-bc5c-6737fdda3998"",""/trials/24fbdf92-b25b-43e4-9894-2f8d7fc20ff8"",""/trials/79421856-36a3-470c-8c8d-0b4b61d73664"",""/trials/b67cf906-5d18-4209-9b8f-80d2863933f6"",""/trials/f60a923c-545e-448d-895a-9af87e5faafd""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-deepseek-flash,router-grok-build-0.1,3/3 success,2/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,0/3,0/3,0/3,"{""none"":3}","{""none"":2,""test_assertion_failure"":1}",capability_difference,False,"[""/trials/0654d2bd-23fa-4a26-8472-7511b9756fb1"",""/trials/79421856-36a3-470c-8c8d-0b4b61d73664"",""/trials/c7c34fe0-1f79-4c87-9ec1-7a8d47af967a"",""/trials/ea270494-e06a-442d-b0e4-90d5c329e513"",""/trials/f60a923c-545e-448d-895a-9af87e5faafd"",""/trials/fe127450-998b-4f39-8b65-f87f4e837db0""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-deepseek-flash,router-kimi-k2.6,3/3 success,1/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,0/3,0/3,0/3,"{""none"":3}","{""none"":1,""test_assertion_failure"":2}",capability_difference,False,"[""/trials/0654d2bd-23fa-4a26-8472-7511b9756fb1"",""/trials/6f1c3fee-11fd-47fc-93d8-c0aa5e111e8e"",""/trials/79421856-36a3-470c-8c8d-0b4b61d73664"",""/trials/91152190-2e88-4fb0-8b24-801c85eddf67"",""/trials/e02f4cf7-d24f-4a62-b9cb-e634fc16c91a"",""/trials/f60a923c-545e-448d-895a-9af87e5faafd""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-deepseek-pro,router-gemini-3.1-pro,1/3 success,3/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,0/3,0/3,0/3,"{""none"":1,""test_assertion_failure"":2}","{""none"":3}",capability_difference,False,"[""/trials/0289f979-cafb-4f4b-a6ae-333260c84e6c"",""/trials/4b1cb15b-12e0-451e-9b7b-60002e650224"",""/trials/90f05529-e421-4727-a2e6-a309c28ae2df"",""/trials/a5ed8bc9-4ee3-4efa-8260-75c969a0058d"",""/trials/a6aa6da9-792c-4245-a9cf-b4cf14bb76cb"",""/trials/f69536e9-8b38-499d-b455-4630a41dcfa8""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-deepseek-pro,router-gemini-flash,1/3 success,0/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""timeout_after_meaningful_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,3/3,0/3,0/3,"{""none"":1,""test_assertion_failure"":2}","{""timeout"":3}",timeout_reliability_difference,False,"[""/trials/0289f979-cafb-4f4b-a6ae-333260c84e6c"",""/trials/1f428d08-6828-4e9a-b1cd-dce114b57bad"",""/trials/3c495b1b-968d-4fcb-810d-5a8f42b5f77c"",""/trials/4b1cb15b-12e0-451e-9b7b-60002e650224"",""/trials/60f9394e-ce8f-4628-88c6-4539fab3b258"",""/trials/a6aa6da9-792c-4245-a9cf-b4cf14bb76cb""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-deepseek-pro,router-glm-5.1,1/3 success,2/3 success,"{""substantive"": 3}","{""substantive"": 2, ""unknown"": 1}","{""substantive_agent_activity"":3}","{""activity_unknown"":1,""substantive_agent_activity"":2}","{""none_detected"":3}","{""none_detected"":3}",0/3,1/3,0/3,0/3,"{""none"":1,""test_assertion_failure"":2}","{""none"":2,""timeout"":1}",timeout_reliability_difference,False,"[""/trials/0289f979-cafb-4f4b-a6ae-333260c84e6c"",""/trials/0e002f77-a718-4ad0-bc5c-6737fdda3998"",""/trials/24fbdf92-b25b-43e4-9894-2f8d7fc20ff8"",""/trials/4b1cb15b-12e0-451e-9b7b-60002e650224"",""/trials/a6aa6da9-792c-4245-a9cf-b4cf14bb76cb"",""/trials/b67cf906-5d18-4209-9b8f-80d2863933f6""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-deepseek-pro,router-glm-5.2,1/3 success,3/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,0/3,0/3,0/3,"{""none"":1,""test_assertion_failure"":2}","{""none"":3}",capability_difference,False,"[""/trials/0289f979-cafb-4f4b-a6ae-333260c84e6c"",""/trials/227221d5-dd9b-43c3-b264-cba52ff92337"",""/trials/39d73590-0319-46e6-b697-9ee2cc60877d"",""/trials/4b1cb15b-12e0-451e-9b7b-60002e650224"",""/trials/57ecc744-5195-4465-a75c-4da049445be8"",""/trials/a6aa6da9-792c-4245-a9cf-b4cf14bb76cb""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-deepseek-pro,router-gpt-5.4,1/3 success,3/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,0/3,0/3,0/3,"{""none"":1,""test_assertion_failure"":2}","{""none"":3}",capability_difference,False,"[""/trials/0289f979-cafb-4f4b-a6ae-333260c84e6c"",""/trials/2bee4436-e7c6-4596-8981-3a9c6d7d170b"",""/trials/3a946a81-5751-41ae-89df-5c4117c4b9c9"",""/trials/4b1cb15b-12e0-451e-9b7b-60002e650224"",""/trials/a6aa6da9-792c-4245-a9cf-b4cf14bb76cb"",""/trials/cb751b8a-709c-4130-85b7-e6740d746278""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-deepseek-pro,router-gpt-5.5,1/3 success,3/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,0/3,0/3,0/3,"{""none"":1,""test_assertion_failure"":2}","{""none"":3}",capability_difference,False,"[""/trials/00e185b7-89a9-4502-8d1f-9be1153179b5"",""/trials/0289f979-cafb-4f4b-a6ae-333260c84e6c"",""/trials/2bcdaffb-0894-43fe-ae2e-9ba524945027"",""/trials/4b1cb15b-12e0-451e-9b7b-60002e650224"",""/trials/a6aa6da9-792c-4245-a9cf-b4cf14bb76cb"",""/trials/b048e422-b298-4dba-ba49-22fe8335ca91""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-deepseek-pro,router-grok-build-0.1,1/3 success,2/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,0/3,0/3,0/3,"{""none"":1,""test_assertion_failure"":2}","{""none"":2,""test_assertion_failure"":1}",capability_difference,False,"[""/trials/0289f979-cafb-4f4b-a6ae-333260c84e6c"",""/trials/4b1cb15b-12e0-451e-9b7b-60002e650224"",""/trials/a6aa6da9-792c-4245-a9cf-b4cf14bb76cb"",""/trials/c7c34fe0-1f79-4c87-9ec1-7a8d47af967a"",""/trials/ea270494-e06a-442d-b0e4-90d5c329e513"",""/trials/fe127450-998b-4f39-8b65-f87f4e837db0""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-deepseek-pro,router-kimi-k3,1/3 success,3/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,0/3,0/3,0/3,"{""none"":1,""test_assertion_failure"":2}","{""none"":3}",capability_difference,False,"[""/trials/0289f979-cafb-4f4b-a6ae-333260c84e6c"",""/trials/2cd1b04d-8725-4fc9-a813-62ab91d3ff60"",""/trials/4b1cb15b-12e0-451e-9b7b-60002e650224"",""/trials/a6aa6da9-792c-4245-a9cf-b4cf14bb76cb"",""/trials/d20e2df8-5e5b-4f2d-9ca8-437a6a33193d"",""/trials/dc79d2a7-8888-4fff-bcfc-0ab829cb448c""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-deepseek-pro,router-qwen-3.7-plus,1/3 success,3/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,0/3,0/3,0/3,"{""none"":1,""test_assertion_failure"":2}","{""none"":3}",capability_difference,False,"[""/trials/0289f979-cafb-4f4b-a6ae-333260c84e6c"",""/trials/045e2a2e-89fe-4708-8fdc-434f25354d5e"",""/trials/4b1cb15b-12e0-451e-9b7b-60002e650224"",""/trials/61177dad-c320-4d82-8792-073d3eddd71d"",""/trials/a6aa6da9-792c-4245-a9cf-b4cf14bb76cb"",""/trials/d4939b79-eff5-4cc4-9535-e06e3f13a5c0""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-gemini-3.1-pro,router-gemini-flash,3/3 success,0/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""timeout_after_meaningful_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,3/3,0/3,0/3,"{""none"":3}","{""timeout"":3}",timeout_reliability_difference,True,"[""/trials/1f428d08-6828-4e9a-b1cd-dce114b57bad"",""/trials/3c495b1b-968d-4fcb-810d-5a8f42b5f77c"",""/trials/60f9394e-ce8f-4628-88c6-4539fab3b258"",""/trials/90f05529-e421-4727-a2e6-a309c28ae2df"",""/trials/a5ed8bc9-4ee3-4efa-8260-75c969a0058d"",""/trials/f69536e9-8b38-499d-b455-4630a41dcfa8""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-gemini-3.1-pro,router-glm-5.1,3/3 success,2/3 success,"{""substantive"": 3}","{""substantive"": 2, ""unknown"": 1}","{""substantive_agent_activity"":3}","{""activity_unknown"":1,""substantive_agent_activity"":2}","{""none_detected"":3}","{""none_detected"":3}",0/3,1/3,0/3,0/3,"{""none"":3}","{""none"":2,""timeout"":1}",timeout_reliability_difference,False,"[""/trials/0e002f77-a718-4ad0-bc5c-6737fdda3998"",""/trials/24fbdf92-b25b-43e4-9894-2f8d7fc20ff8"",""/trials/90f05529-e421-4727-a2e6-a309c28ae2df"",""/trials/a5ed8bc9-4ee3-4efa-8260-75c969a0058d"",""/trials/b67cf906-5d18-4209-9b8f-80d2863933f6"",""/trials/f69536e9-8b38-499d-b455-4630a41dcfa8""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-gemini-3.1-pro,router-grok-build-0.1,3/3 success,2/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,0/3,0/3,0/3,"{""none"":3}","{""none"":2,""test_assertion_failure"":1}",capability_difference,False,"[""/trials/90f05529-e421-4727-a2e6-a309c28ae2df"",""/trials/a5ed8bc9-4ee3-4efa-8260-75c969a0058d"",""/trials/c7c34fe0-1f79-4c87-9ec1-7a8d47af967a"",""/trials/ea270494-e06a-442d-b0e4-90d5c329e513"",""/trials/f69536e9-8b38-499d-b455-4630a41dcfa8"",""/trials/fe127450-998b-4f39-8b65-f87f4e837db0""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-gemini-3.1-pro,router-kimi-k2.6,3/3 success,1/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,0/3,0/3,0/3,"{""none"":3}","{""none"":1,""test_assertion_failure"":2}",capability_difference,False,"[""/trials/6f1c3fee-11fd-47fc-93d8-c0aa5e111e8e"",""/trials/90f05529-e421-4727-a2e6-a309c28ae2df"",""/trials/91152190-2e88-4fb0-8b24-801c85eddf67"",""/trials/a5ed8bc9-4ee3-4efa-8260-75c969a0058d"",""/trials/e02f4cf7-d24f-4a62-b9cb-e634fc16c91a"",""/trials/f69536e9-8b38-499d-b455-4630a41dcfa8""]"
terminal-bench-2.0:openssl-selfsigned-cert,router-gemini-flash,router-glm-5.1,0/3 success,2/3 success,"{""substantive"": 3}","{""substantive"": 2, ""unknown"": 1}","{""timeout_after_meaningful_activity"":3}","{""activity_unknown"":1,""substantive_agent_activity"":2}","{""none_detected"":3}","{""none_detected"":3}",3/3,1/3,0/3,0/3,"{""timeout"":3}","{""none"":2,""timeout"":1}",timeout_reliability_difference,False,"[""/trials/0e002f77-a718-4ad0-bc5c-6737fdda3998"",""/trials/1f428d08-6828-4e9a-b1cd-dce114b57bad"",""/trials/24fbdf92-b25b-43e4-9894-2f8d7fc20ff8"",""/trials/3c495b1b-968d-4fcb-810d-5a8f42b5f77c"",""/trials/60f9394e-ce8f-4628-88c6-4539fab3b258"",""/trials/b67cf906-5d18-4209-9b8f-80d2863933f6""]"
