packet_strata,trial_id,trial_link,run_label,arm_id,task_id,raw_outcome,execution_validity,activity_subtype,policy_disposition,failure_subtype,termination_subtype,telemetry_status,canonical_completeness,r2_read_availability,analyzed_artifact_integrity_status,classification_confidence,evidence_reasons,supporting_artifact_ids,analyzer_version
all_reclassified_setup_transport_v1_1_1,c5158856-52cb-428e-8651-84c05d93830a,/trials/c5158856-52cb-428e-8651-84c05d93830a,router-anthropic-sonnet/2026-06-27__01-30-11,router-anthropic-sonnet,terminal-bench-2.0:nginx-request-logging,failure,unknown,activity_unknown,none_detected,timeout,timeout,database_missing_transcript_present,9/9,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: none"",""Termination / exception subtype: timeout"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 0 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: not recorded"",""Transcript total input tokens: 0"",""Transcript output tokens: 0"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: timeout""]","[""aa8ae2b1-2d4e-481b-acad-bb8c0cb13cd2"",""a67c393d-7256-4dc5-aa0a-234bf8a5437c"",""02fd81c0-1339-49d7-8e3d-681fa4127203"",""a57e1312-d40b-4f28-bf33-001c4b8b9195"",""93e92675-a87f-4cf7-8277-251baa11c4ae"",""cbf3ea79-3fbe-4e0f-ad1b-8a27afe25761"",""5abd5195-491d-41fd-882a-979a42805088""]",artifact-evidence-v1.3.2
revised_ordinary_controls,c8d57ae1-9dcf-47c7-9db4-5993c4506a92,/trials/c8d57ae1-9dcf-47c7-9db4-5993c4506a92,router-anthropic-fable-5/2026-07-11__12-15-55,router-anthropic-fable-5,terminal-bench-2.0:modernize-scientific-stack,success,substantive,substantive_agent_activity,none_detected,none,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 1"",""Harbor result reward: 1"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 1"",""Tool calls: 6"",""Workspace-changing calls: 2"",""Thinking event metadata: 1 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 125015"",""Transcript total input tokens: 125015"",""Transcript output tokens: 1643"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: none""]","[""ab00bcb0-62b0-4477-8e92-ce3d871d2c89"",""e4fbd21a-ce3a-4af9-b24f-951491d3a262"",""49d0962a-adcc-4d32-85d3-75a70a85cb32"",""6e0f1aa8-d8e7-4ac2-b8b7-ed810d221a56"",""da8e30d6-aaa3-4e97-8757-46c8e614b686"",""3253bd8c-7b04-4e4f-8119-f19c0cdaf55a""]",artifact-evidence-v1.3.2
all_7_of_9_evidence,c8e2ab43-fa99-48e1-a5dd-9d49b2006cf5,/trials/c8e2ab43-fa99-48e1-a5dd-9d49b2006cf5,router-anthropic-opus/2026-07-01__12-15-57,router-anthropic-opus,terminal-bench-2.0:query-optimize,not_recorded,substantive,timeout_after_meaningful_activity,none_detected,timeout,timeout,nonzero_mismatch,7/9,available,verified,medium,"[""Database reward (raw source of truth): not recorded"",""Harbor result reward: not recorded"",""Database/result reward consistency: not_recorded"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: timeout"",""Termination / exception subtype: timeout"",""Visible assistant events: 1"",""Tool calls: 18"",""Workspace-changing calls: 6"",""Thinking event metadata: 9 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 296312"",""Transcript total input tokens: 589295"",""Transcript output tokens: 9869"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: timeout""]","[""f3fc81d2-8c53-4340-978b-b202818d091a"",""16601b15-05d1-4e24-bb30-8b1ef2a7b0ce"",""a307a739-1722-482a-94ca-1870a4070a78"",""1a7837ed-3889-4e4d-8296-09a3f1d8a52d"",""445ea682-95ea-4941-bd5f-0ddee6c037d0"",""90131697-f628-46a3-a423-a1d871ef87b7""]",artifact-evidence-v1.3.2
all_reclassified_setup_transport_v1_1_1,cb4c8c9a-16ab-44a6-bd63-801534e39ee4,/trials/cb4c8c9a-16ab-44a6-bd63-801534e39ee4,router-anthropic-sonnet/2026-06-27__01-30-11,router-anthropic-sonnet,terminal-bench-2.0:fix-code-vulnerability,failure,unknown,activity_unknown,none_detected,timeout,timeout,database_missing_transcript_present,9/9,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: none"",""Termination / exception subtype: timeout"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 0 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: not recorded"",""Transcript total input tokens: 0"",""Transcript output tokens: 0"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: timeout""]","[""356633cf-9376-4f7a-bdda-1ce268568f9f"",""044d8265-1d2b-4b9a-a857-7610654220d4"",""91183995-39b0-4e52-8cad-7031d4d9e4c7"",""d76497be-70da-4a95-b3c8-db85a9a42806"",""69bed6eb-667d-4950-8a2e-4899c1db889d"",""28a9a3fc-8716-453f-869c-0e9944820580"",""2d5ed546-ac9d-435b-8494-6f1939cc11fe""]",artifact-evidence-v1.3.2
all_reclassified_verifier_environment_v1_1_1,cc96ee90-9d94-4c92-b0b7-6757c62a01db,/trials/cc96ee90-9d94-4c92-b0b7-6757c62a01db,router-kimi-k2.6/2026-06-28__13-28-55,router-kimi-k2.6,terminal-bench-2.0:build-cython-ext,failure,substantive,substantive_agent_activity,none_detected,test_assertion_failure,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 1"",""Tool calls: 89"",""Workspace-changing calls: 22"",""Thinking event metadata: 2432 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 69069"",""Transcript total input tokens: 69069"",""Transcript output tokens: 8217"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: test_assertion_failure""]","[""2feaa028-ea7c-461e-9276-499b80a8339b"",""e6439290-e48b-4a86-a998-9f105814f43c"",""2de6fb43-d40b-4b85-b169-af685de0b2fe"",""645ad958-969e-4eb5-8f64-21f398d40e13"",""fe07ffb5-399f-4887-b910-0929fe190ba8"",""005a7b70-dbea-4b99-ae40-7cc3d01c3054""]",artifact-evidence-v1.3.2
all_7_of_9_evidence,cd3db94f-4be0-477c-9759-f25b2f502ed8,/trials/cd3db94f-4be0-477c-9759-f25b2f502ed8,router-gpt-5.5/2026-06-27__01-30-18,router-gpt-5.5,terminal-bench-2.0:query-optimize,not_recorded,substantive,timeout_after_meaningful_activity,none_detected,timeout,timeout,partial,7/9,available,verified,medium,"[""Database reward (raw source of truth): not recorded"",""Harbor result reward: not recorded"",""Database/result reward consistency: not_recorded"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: timeout"",""Termination / exception subtype: timeout"",""Visible assistant events: 1"",""Tool calls: 63"",""Workspace-changing calls: 37"",""Thinking event metadata: 25 (content neither retained nor displayed)"",""Final result: not observed"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 256127"",""Transcript total input tokens: 0"",""Transcript output tokens: 0"",""Transcript usage basis: per_message"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: timeout""]","[""0637a58a-77db-4c9b-ad21-ef23769731c3"",""94931049-9e0f-40df-a5ab-caf2108238a2"",""539d44f2-a311-4605-b98a-a1db9ff7e948"",""1a956b40-e537-4302-bd97-8c5c745da793"",""8cdbf82e-f4d2-4860-9cc9-0637e8177cce"",""74ea7223-b63f-4c37-80fd-6cb5d4631543""]",artifact-evidence-v1.3.2
all_extraneous_output_artifacts;revised_ordinary_controls,ce0c5260-529d-4a4c-a36c-4e8f1c91e3f7,/trials/ce0c5260-529d-4a4c-a36c-4e8f1c91e3f7,router-gpt-5.5/2026-06-27__01-30-18,router-gpt-5.5,terminal-bench-2.0:polyglot-rust-c,failure,substantive,substantive_agent_activity,none_detected,extraneous_output_artifacts,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 1"",""Tool calls: 37"",""Workspace-changing calls: 25"",""Thinking event metadata: 26 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 695519"",""Transcript total input tokens: 695519"",""Transcript output tokens: 36364"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: extraneous_output_artifacts""]","[""67bad523-520a-472e-9255-a00dbf99577e"",""d7c7507d-9102-4825-813c-ccf5fbe23a13"",""a08fa92f-4a2a-43bb-a19b-9a5dc96f8440"",""bb2b57ab-ba26-4c45-b82a-336855ebec4d"",""f2b23936-0d33-4be5-9d17-6d563492d1a9"",""553da623-4250-4fb5-b966-4b27cadabb03""]",artifact-evidence-v1.3.2
revised_ordinary_controls,cf32dce0-eb08-469b-acd6-d2d5d323f09b,/trials/cf32dce0-eb08-469b-acd6-d2d5d323f09b,router-gpt-5.5/2026-06-27__01-30-18,router-gpt-5.5,terminal-bench-2.0:custom-memory-heap-crash,success,substantive,substantive_agent_activity,none_detected,none,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 1"",""Harbor result reward: 1"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 1"",""Tool calls: 47"",""Workspace-changing calls: 7"",""Thinking event metadata: 22 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 884260"",""Transcript total input tokens: 884260"",""Transcript output tokens: 8587"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: none""]","[""543372d0-a0c0-4ba3-8f48-de2035005deb"",""d8ff7e11-4df1-416e-b197-54e2e494667c"",""54980b8d-66d2-407d-9836-e7ae22d3c14b"",""ad359078-e6c5-4277-9841-68036a15d9a8"",""81d8134c-776b-4d32-92da-f125307134f0"",""2f55296e-5117-4fe7-a6d3-eab48774cf96""]",artifact-evidence-v1.3.2
revised_ordinary_controls,cf3e9b27-cae5-44a3-9c51-99eb2cd52985,/trials/cf3e9b27-cae5-44a3-9c51-99eb2cd52985,router-gemini-3.1-pro/2026-06-30__14-57-05,router-gemini-3.1-pro,terminal-bench-2.0:torch-pipeline-parallelism,failure,substantive,substantive_agent_activity,none_detected,test_assertion_failure,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 4"",""Tool calls: 5"",""Workspace-changing calls: 2"",""Thinking event metadata: 85 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 149213"",""Transcript total input tokens: 149213"",""Transcript output tokens: 29591"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: test_assertion_failure""]","[""7c4259ad-97cb-4df6-9f17-ad695c0b24eb"",""44a702a0-e0f7-41ad-bac3-ba72626b0662"",""fce45c08-dbd1-46cb-a0a8-c5a2724f5569"",""08c52602-b7da-4eee-ad04-eebd87383a33"",""b8571fff-54a0-49ac-b346-d17740a50b84"",""5a857dce-40b6-41c7-97a8-a48affdabfc3""]",artifact-evidence-v1.3.2
all_reclassified_setup_transport_v1_1_1,d0375395-e8e9-4d4c-9b84-93a709f7be73,/trials/d0375395-e8e9-4d4c-9b84-93a709f7be73,router-glm-5.1/2026-06-28__13-28-50,router-glm-5.1,terminal-bench-2.0:torch-pipeline-parallelism,failure,unknown,activity_unknown,none_detected,timeout,timeout,incomplete_evidence,9/9,partial,partial,medium,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: timeout"",""Termination / exception subtype: timeout"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 42148 (content neither retained nor displayed)"",""Final result: not observed"",""Transcript evidence: head_tail_only"",""Trajectory evidence: complete"",""Database input tokens: 15774"",""Transcript total input tokens: 0"",""Transcript output tokens: 0"",""Transcript usage basis: per_message"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: timeout""]","[""a5a20f96-aa80-44ad-b803-b077f6e71107"",""2f6c4216-b04f-40d1-82f9-896aca2afa47"",""9b0c48bf-7fe0-4b36-930c-205d9fb138d7"",""1d1085da-2b29-462a-8d4c-79ddf93b4ebe"",""09eef530-eb14-420c-b41d-be4f979bf6db"",""1f77f0fe-11ba-4b5f-b4a9-d23d3445c84a"",""7f9ab493-ef98-4f8b-b6f3-47c7f5c93300""]",artifact-evidence-v1.3.2
revised_ordinary_controls,d07e6668-251a-4c5b-8188-06b5bccccfd8,/trials/d07e6668-251a-4c5b-8188-06b5bccccfd8,router-anthropic-fable-5/2026-07-11__12-15-55,router-anthropic-fable-5,terminal-bench-2.0:configure-git-webserver,failure,substantive,substantive_agent_activity,none_detected,test_assertion_failure,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 6"",""Tool calls: 13"",""Workspace-changing calls: 8"",""Thinking event metadata: 12 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 426415"",""Transcript total input tokens: 426415"",""Transcript output tokens: 4780"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: test_assertion_failure""]","[""044df1a6-adb7-4c22-9f6c-7b0434dc2a35"",""e731ada1-b8a6-4c76-80b8-d98ae8a7e415"",""16a6ee59-c101-43bd-870b-892cec669376"",""64bae7b9-89e0-4333-8e46-078a312f78ed"",""dbe77a8e-4d3c-4897-aef1-adea659a672f"",""866ab75c-9e75-4a33-b3a2-2301fb23fdc9""]",artifact-evidence-v1.3.2
revised_ordinary_controls,d74c5efa-b64a-438c-84dd-ea688d3a7471,/trials/d74c5efa-b64a-438c-84dd-ea688d3a7471,router-deepseek-pro/2026-06-19__13-47-59,router-deepseek-pro,terminal-bench-2.0:model-extraction-relu-logits,failure,substantive,substantive_agent_activity,none_detected,test_assertion_failure,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 6"",""Tool calls: 13"",""Workspace-changing calls: 3"",""Thinking event metadata: 23115 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 468661"",""Transcript total input tokens: 468661"",""Transcript output tokens: 28071"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: test_assertion_failure""]","[""7faaf533-d2ac-4bf0-86ac-258b094ec7e8"",""3aac8b31-5fbf-41c1-8aa6-d62d6a54ec24"",""abf60067-0605-4d2f-b6b0-6e6879886b11"",""b1f8e86d-c546-41a7-bdbb-293dc82edd59"",""24efcf21-6de5-4682-acab-1acc9cd55816"",""3376fc85-d1fe-47f3-9fb3-05265aeb0b0b""]",artifact-evidence-v1.3.2
all_reclassified_setup_transport_v1_1_1,d78a83f8-97f8-4472-8a14-e789df1b1204,/trials/d78a83f8-97f8-4472-8a14-e789df1b1204,router-grok-build-0.1/2026-06-28__13-28-55,router-grok-build-0.1,terminal-bench-2.0:polyglot-rust-c,failure,unknown,activity_unknown,none_detected,timeout,timeout,database_missing_transcript_present,9/9,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: none"",""Termination / exception subtype: timeout"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 598 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: not recorded"",""Transcript total input tokens: 0"",""Transcript output tokens: 0"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: timeout""]","[""965c5cd5-e2f7-4714-a99f-9e9d08e3e4dc"",""7b5b4069-1e9e-4475-9189-94307cb2132d"",""a15abe34-ec06-4db9-b841-ef589c028900"",""5761987b-f0f6-46a9-beaa-5d203c2e6d6e"",""8b9a9a6b-1c3e-4962-bc7e-8e3622107940"",""4697aad6-af58-4b97-abb9-a0dd5a86962c"",""f1c35c07-f573-4320-97a4-30fe26fb87c2""]",artifact-evidence-v1.3.2
all_reclassified_setup_transport_v1_1_1,d95ad1e2-a5b8-4c3a-b7cf-47f03706aa34,/trials/d95ad1e2-a5b8-4c3a-b7cf-47f03706aa34,router-anthropic-opus/2026-07-01__12-15-57,router-anthropic-opus,terminal-bench-2.0:polyglot-rust-c,failure,unknown,activity_unknown,none_detected,timeout,timeout,unknown,9/9,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: timeout"",""Termination / exception subtype: timeout"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 0 (content neither retained nor displayed)"",""Final result: not observed"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 0"",""Transcript total input tokens: not recorded"",""Transcript output tokens: not recorded"",""Transcript usage basis: not recorded"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: timeout""]","[""d091c7ff-50ec-465f-8071-565651fbd1c5"",""617c2bc5-28d5-4179-88d2-05d5d3d1a235"",""918f5d13-e9a5-4b0d-b838-10bfa149d74e"",""75b5d09b-a8d2-4729-915a-aa4ad8d8f6f3"",""b97345d4-8772-414c-92cd-98bb279f5d9b"",""fd4b5d79-ac97-4db1-a96e-7c0dc6d9900f"",""b1980845-093c-4bb7-83a4-bae1456c86a6""]",artifact-evidence-v1.3.2
all_reclassified_setup_transport_v1_1_1,da5b9a19-2277-4058-b390-5fedce0c0e2c,/trials/da5b9a19-2277-4058-b390-5fedce0c0e2c,router-deepseek-pro/2026-06-19__13-47-59,router-deepseek-pro,terminal-bench-2.0:polyglot-rust-c,failure,unknown,activity_unknown,none_detected,timeout,timeout,incomplete_evidence,9/9,partial,partial,medium,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: timeout"",""Termination / exception subtype: timeout"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 42244 (content neither retained nor displayed)"",""Final result: not observed"",""Transcript evidence: head_tail_only"",""Trajectory evidence: complete"",""Database input tokens: 34567"",""Transcript total input tokens: 17307"",""Transcript output tokens: 0"",""Transcript usage basis: per_message"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: timeout""]","[""e01838a0-3abd-455f-b1c7-e0e81c4b349e"",""613ef8a0-a621-4d42-bcf8-71a205885acc"",""2472abc3-7d82-4500-9000-bd454e21fd54"",""d55a76a8-2765-47b3-8fbd-6ca498e4ec0e"",""d454b4ed-2d8b-4708-ae82-4c4b8916c740"",""e0671ed2-b31f-4e2c-a881-e7d0b7ca16b1"",""03a11efc-a724-43f2-aab3-fd966d8deed0""]",artifact-evidence-v1.3.2
all_reclassified_setup_transport_v1_1_1,dcbfa760-779e-465b-a552-9b3dab102517,/trials/dcbfa760-779e-465b-a552-9b3dab102517,router-anthropic-sonnet/2026-06-27__01-30-11,router-anthropic-sonnet,terminal-bench-2.0:git-leak-recovery,failure,unknown,activity_unknown,none_detected,timeout,timeout,database_missing_transcript_present,9/9,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: none"",""Termination / exception subtype: timeout"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 0 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: not recorded"",""Transcript total input tokens: 0"",""Transcript output tokens: 0"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: timeout""]","[""d6706e32-e698-4ca5-b568-dae07428d5bc"",""17175da0-c842-4123-863c-f012d3cb8e18"",""e2d49340-c94a-4097-9cc8-647007088ab4"",""1e9119ff-127f-4bcc-830e-b2f36fa79172"",""77d35188-bb27-4b01-9c35-936ba4f85d00"",""1b7470f8-305a-482e-a741-ce7525512fc4"",""27692ea6-ed4f-4d0b-a105-eddabc04ebc4""]",artifact-evidence-v1.3.2
all_7_of_9_evidence,dd4c9fae-2693-4c23-88b1-9d52420c2180,/trials/dd4c9fae-2693-4c23-88b1-9d52420c2180,router-anthropic-opus/2026-07-01__12-15-57,router-anthropic-opus,terminal-bench-2.0:query-optimize,not_recorded,substantive,timeout_after_meaningful_activity,none_detected,timeout,timeout,nonzero_mismatch,7/9,available,verified,medium,"[""Database reward (raw source of truth): not recorded"",""Harbor result reward: not recorded"",""Database/result reward consistency: not_recorded"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: timeout"",""Termination / exception subtype: timeout"",""Visible assistant events: 1"",""Tool calls: 15"",""Workspace-changing calls: 5"",""Thinking event metadata: 7 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 153852"",""Transcript total input tokens: 388112"",""Transcript output tokens: 11326"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: timeout""]","[""431da1ab-9fe7-4ed0-b2ac-1fdc2990619d"",""68a29755-b4dd-48c9-84f0-cefd122f0734"",""09855e25-4730-4b4a-83fa-1e079499bd02"",""a5a1d73a-116d-4e72-b857-beff71451fc1"",""3e359521-709f-4f9c-a668-9a38f61815c6"",""42a5adac-4468-4d56-940a-1b5a8901b5ea""]",artifact-evidence-v1.3.2
all_reclassified_verifier_environment_v1_1_1,dd8765dd-86df-41a9-b4ee-d146a6075f61,/trials/dd8765dd-86df-41a9-b4ee-d146a6075f61,router-kimi-k2.6/2026-06-28__13-28-55,router-kimi-k2.6,terminal-bench-2.0:build-cython-ext,failure,substantive,substantive_agent_activity,none_detected,test_assertion_failure,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 1"",""Tool calls: 57"",""Workspace-changing calls: 5"",""Thinking event metadata: 2387 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 90612"",""Transcript total input tokens: 90612"",""Transcript output tokens: 6500"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: test_assertion_failure""]","[""61461eb5-2137-4770-b37a-743abde27bfa"",""a8451da7-63fb-49d3-b2ae-c78b42b206e7"",""74cdd988-0594-4b72-8865-cf4e6c728af7"",""ebcddfae-7908-4b8e-a0fa-743443693396"",""3598d85b-283b-4583-b33a-19d0ae628246"",""51bdf74a-e876-43e6-bf16-f770a4f77162""]",artifact-evidence-v1.3.2
all_positive_reward_exceptions,dde27f2c-60d2-47ea-b008-ebcb80911e9d,/trials/dde27f2c-60d2-47ea-b008-ebcb80911e9d,router-qwen-3.7-plus/2026-06-29__03-16-06,router-qwen-3.7-plus,terminal-bench-2.0:build-cython-ext,success,substantive,timeout_after_meaningful_activity,none_detected,none,timeout,nonzero_mismatch,9/9,available,verified,high,"[""Database reward (raw source of truth): 1"",""Harbor result reward: 1"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: timeout"",""Termination / exception subtype: timeout"",""Visible assistant events: 56"",""Tool calls: 100"",""Workspace-changing calls: 26"",""Thinking event metadata: 3603 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 312461"",""Transcript total input tokens: 313509"",""Transcript output tokens: 22573"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: none""]","[""7ee48b34-ec41-4a7e-bb67-731a103f1c76"",""667b13c9-72d4-4d40-ab9b-20292cfbd17f"",""05a9f4a9-101b-4c90-925a-1305412e89bc"",""93296bb7-1b49-4779-bfad-dfd2f52049f9"",""dd748976-6efb-4109-b159-0a905317123a"",""66919043-53c2-4513-b616-2400e2e8c465"",""d3aec9dc-2628-476b-a054-783aeec24f54""]",artifact-evidence-v1.3.2
